2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Candidatus Pelagisphaera	0.0513446169034142	0.000346243007962722	0.000387134438323676	0	0.000841875763545335	0.000628801779078473	0.00091134480284136	0	0.00019904645931811	0.0011562405242847	0.00239824816911444	0.00354264871265832	0	0	0.0011466489834404	0.000862929986361705	0.00736726199205974	0.00707097282941898	0.00167187003915388	0.000972507678913685	0.00346009544237386	0.00110556453646027	0.00022999867363601	0.000172054101342814	0	0	0.000352734474917098	0.000328994054759985	2.54389300886484e-05	4.69884244285229e-05	0.000109609666419058	0.000155803958610768	0.00198300347807156	0.00118802636441595	0.000880685939561839	0.000836070498963805	0.000444249089373303	0.000284743963915405	0.000238127475443079	0.00462816911815274	0.00492175766638171	0.00590246232202026	0.0355339568105148	0.0424774194758412	0.0262892454345272	0.00302114263472938	0.00529214646049706	0.00261053242011556	0.00940929382849849	0.0218730842673672	0.00801395793244616	0.00173908911860305	0.000983580394265786	0.00163527927518156	0.00201365549048244	0.00688415648254285	0.0169409652476103	0.0138231228082236	0.0223810003771484	0.00350599261944863	0.00069314758236986	0.0497070996243669	0.00424865125249905	0.0146424162844035	0.0173575202264562	0.0165307636686203	0.0170355035764416	0.00334158302217848	0.00046677106381955	0.00362094042746643	0.0425735024880504	0.0342775713887725	0.00134699636509622	0	0	0	2.73525223281106e-05	0.000115181215382074	0	0.00200851268598089	0.00433900669448286	0.00239741399866967
Candidatus Polarisedimenticola	0.118158680212663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216671967803661	0
Candidatus Poriferisocius	0.00192088319268781	0	0	0	0.0211774908416525	0.00848416542825199	0	0	0	0	0	0	0	0	0.0119276894416318	0.0233955986771928	0.0108454624580098	0.00907652062062686	0.0393452317075583	0.0286673540349498	0.0245106126826042	0.00215873009376383	0	0.00146057659303881	0.00487561285117028	0	0	0.00406478993711083	0	0	0	0	0.0114715657279689	0.00750963191336593	0.00221487520432121	0.00394309201478814	0.00292790687672884	0	0	0	0	0	0.0025930135652036	0.0171550387640628	0.0238395863761514	0	0.0262074478712194	0.00689257906387598	0.0109986491595854	0.0177175793825703	0.0122204410455891	0.00957032228855869	0.0011820636965027	0.0257763555925287	0.00741273498828012	0.0145785291302975	0.0200001499082114	0.0113834462202774	0.0131588045708413	0	0.0107178625247627	0.032783447656663	0.0781662415113261	0.0310612738981424	0.0136278589650956	0.0347855632304967	0.00894822852125711	0	0	0.0223306118029159	0.0173323636273473	0.0206456914953443	0.00379852313416384	0.0023280000564494	0	0	0	0	0	0	0.0026679185924531	0.0200367837749098
Candidatus Poriferisodalis	0.00035307377275675	0	0	0	0.0580485127412606	0.013230515703365	0.00125053445609132	0	0.000855946254789117	0.00095220586276766	0.007587515472198	0.000923693700473221	0	0	0.00446834145276911	0.0100466273804025	0.00275375364458438	0.0130440681823672	0.0246808971785028	0.0222025700689768	0.0317232296783636	0.004229932002396	0.0260527151443865	0.0220543506364431	0.0139451222928815	0.0687387945654837	0.103994716878386	0.114677685068198	0.00535363857331311	0.00274760283331542	0.000656508775337029	0	0.00601209256328502	0.0505006948790385	0.0223403030755974	0.111989171686981	0.0985541850829944	1.20705275109451e-05	0.019300400446146	0	0	0	0.00622232973870183	0.00639535835225784	0.00777095543879145	0.0140968718679746	0.00399986217345624	0.00659231761872116	0.00720059991781106	0.000742082143474883	0.0114922046719632	0.0113665708327939	0.0210565937056338	0.0150682856347835	0.0222597845772577	0.0508495439107751	0.054722736077225	0.045399454475621	0.0485652584326724	0.017719643849456	0.00593672737095468	0.0649546398287071	0.0174363578436405	0.0132503365945468	0.0119457453244898	0.0139977610674122	0.054608537192493	0	0.000418358569684298	0.015791300781232	0.0134810561749998	0.0170012274570898	0.0257872913034913	0.010291890549916	0.00664130431354326	0	0.0014466103062177	0.00295869789147036	0.00703365403404374	0.000986050899246737	0.0018747692153924	0.0121347418542457
Candidatus Poseidonia	0.0106429668764958	1.12926520683556e-05	0.000577334221034618	0.000503010827034611	0.000218634317067797	3.07597167347493e-05	0.000555752909542534	0.00113994598281218	0.000694150718482209	0.000283557805676792	0.00150733263814105	0.00063852256719977	9.48891525711077e-06	8.57601567046081e-05	0.00130502260163263	0.000607168063018079	0.00127838219666076	0.146022801239429	0.00124885831766496	0.00171774314293279	0.00221725111061912	0.00252112644993593	0.0176420246472421	0.00256653345169315	0.00337725930857113	0.0338066861368377	0.0104036137124151	0.00360590388449706	0.000368522727184766	0.000650216029113714	0.000947339556250986	0.00111359287628966	0.00038035852770909	0.00374653207395033	0.00192647438898234	0.00400713360027708	0.00168020338942104	2.33213828957224e-05	4.18519348889852e-05	3.90077528163207e-05	5.64699343589316e-05	2.95400570974695e-05	0.000742256868368529	0.00123796951010853	0.000808716062287675	0.00217452503239009	0.00352435651627294	0.00414940182173081	0.0656881303553612	0.142367306280519	0.0188067529265733	0.0523792381278631	0.163733501996691	0.00864813963226277	0.00211460510462569	0.0260841577120212	0.0214318794260868	0.00652234819529146	0.0470745615161295	0.00135410888120098	5.28404120620013e-05	0.0335117986697295	0.00120093629085117	0.0255264093565504	0.0439047835979134	0.038437331883515	0.116332176055417	0.000158668748619987	0.000150641144670229	0.00597817278628085	0.0153677738457251	0.011996991552941	0.0861071703576828	0.0170485392791134	0.00112686956242482	0.000261784809491478	0.00026520491932593	0.00229228844946108	0.000467108735719468	0.000532349384057443	0.000945734521787703	0.00210265738688977
Candidatus Promineifilum	0.0198154038480108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372080492881813	0	0.0110703699555448	0	0	0	0	0	0	0	0	0	0	0	0	0.00476409124290233	0.00662410707440882	0.0100993362005999	0.0282218031918504	0.0252972251911533	0.0393308160241129	0.000565527460056935	0	0.00675335874132585	0	0	0	0	0.00795919230685007	0.0222834355731542	0	0.00401337235080331	0.002866355642611	0.00494577453593442	0.0134542011683923	0	0	0.00779715130273817	0	0	0	0	0	0	0	0	0	0	0.00654701663412393
Candidatus Protochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108191276142183	0.00590312912316873	0.00144064524225853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048836431803288	0	0	0	0	0	0	0	0	0	0	0	0.0166693202969145	0	0	0	0	0	0	0	0.0131908782443373	0	0	0	0.223161268249363	0.011954937661045	0	0.0402724578952717	0.00446075499935647	0	0.0302870946789851
Candidatus Pseudothioglobus	0.01721914209821	0.000905532651146485	0.000480418475040412	0.00138648975225911	0.012891269770993	0.0152726394114435	0.0299767486650095	0.0197651085606651	0.00757459118142547	0.00288771183234729	0.0210921501133115	0.00164736777618435	0.000474532972581052	0.000284139006138763	0.0301953665245356	0.0470427522146304	0.0246437755933066	0.34292174864364	0.00241346074236094	0.00299859496722101	0.010971621378513	0.00346814930886142	0.073593237244831	0.036506140383869	0.0416187195400714	0.228878062843908	0.15591249054499	0.0307893027537871	0.000538062213894119	0.000486042349861733	0.000109260992613999	0.00020044198901223	0.00164102660973932	0.0230516049799352	0.00523796853162577	0.00718193789992325	0.00487626860874517	0.000106416067637004	0.00129171825958371	0.00108286611776287	0.000567146283089827	0.000843253188217294	0.0457346023142705	0.0833374932252717	0.0723651780202891	0.0156069351054189	0.0228652670549302	0.0194255588975617	0.362395135933953	0.541763404111503	0.0890866273598669	0.293984890221948	0.481205373258094	0.0705341273444658	0.0206472485379966	0.0834508720918208	0.14673423804611	0.0385658211971363	0.143429954387202	0.00442918637045484	0.000595073400180402	0.167777690691223	0.00165008815728405	0.0823530575723638	0.143125154474132	0.140351343882466	0.409632358575035	0.00039165805551054	0.000446363428167551	0.0119893090332766	0.096365811479047	0.0459501072374713	0.135575726436879	0.0237070331047468	0.0048548652387503	0.000682548701868953	0.00147446551170454	0.000411887288958497	0.00499055115418324	0.00125890177183952	7.90781291665829e-05	0.000917528784666474
Candidatus Puniceispirillum	0.0163542348474049	0.00697319421917987	0.00306450115233366	0.0113596287638292	0.00214448342936246	0.00407529275812116	0.0171196950159349	0.0102491683187214	0.00800516056099675	0.00250367574144198	0.0175065554159703	0.0246327835147219	0	0.00052362455831808	0.0301939944889372	0.0237667141845233	0.0265887473435306	0.134911736104421	0.00212987354592542	0.00225482842856204	0.00262511452121414	0.00232883799220085	0.0141043245027843	0.0105996663734668	0.00390961853918896	0.0115277942163685	0.00741121870957965	0.00214261308531753	0.000131893421928989	0.000102329030261722	0.000193648572404738	0.00222100361971715	0.00137237400102516	0.00321265611437664	0.000979449185240199	0.00602609206423957	0.00296795839369162	0.000166278611067029	0.00137756773892638	0.0192758064848426	0.0215744910494859	0.0135723086973857	0.0180245715690053	0.0476711999683679	0.0498587882457663	0.00366998309169592	0.00329444267243748	0.00609863137374098	0.0725970361193511	0.093479694683373	0.0261000567535708	0.0803633759118453	0.0991717832939629	0.0127873462252097	0.0102933816712697	0.00473814613287167	0.00499548181734781	0.00150230060163123	0.0399417231207435	0.00386301208269196	0.000976888108927068	0.0597148782206476	0.00115384197176787	0.0154016745688146	0.020623097158376	0.0150757384625516	0.145651824095546	0.086916067604282	0.000500108138870339	0.00344062270525096	0.0141749957347925	0.0115984644303826	0.0623789473540862	0.00865420249286335	0.00368332771865452	0.000485732237200196	0.0053085709948552	0.00366580603942701	0.00722423166363718	0.0058526820051706	0.0188779703840736	0.00379839007832907
Candidatus Rariloculus ( ex Nguyen 2022)	0.066625603371044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281331450555476	0.00744357432976612	0	0	0.00773145554504439	0	0	0	0	0	0	0.00153760431067124	0	0	0	0	0	0.0034792807899172	0	0.00140677146167225	0.00256276539480202	0	0.000661070538509906	0	0.00322716076125979	0	0	0.0148863992449121	0.0134526586958363	0	0.00855746581628459	0	0.00510106791422204	0	0	0	0	0.00935565839961554	0.00138689483401934	0	0.00217570791316139	0	0.00385241072932307	0.0128775926966557	0	0.0163268693943072	0	0	0.00371011260231286	0.00201892531777406	0.00659546011842349	0.0289458556398125	0	0.000647628026109157	0.0070328727226597	0.00264075846342986	0.0133014806931074	0	0	0	0	0	0.00463518361304764	0.000747200804922496	0	0
Candidatus Seribacter	0.000284677704280354	0	0	0	0.00300788413349918	0.00172086953736585	0.0158185358043822	0.00583828392641361	0.000973996792900053	0.00214137145962837	0.0213908644822672	0.0181069536772542	0	0.000239612227609906	0.00252617810421525	0.00574176493722373	0.0157813951644003	0.0334556106500258	0.00103442441660921	0.00146984500198227	0.0032477501670534	0.000486099469382012	0.00121455376038683	0.000320121152120735	0.000458155802053857	0.00329089285162532	0.00201126581132446	0.00292040353296789	0.000140068783126339	0.000112191600401825	4.80480079608498e-05	0.00146560939100637	0.00153606271136748	0.00402121170724923	0.000681618610813327	0.0112961738470302	0.00761395173065124	0.000149001560135766	0.00113868460443503	0.0308700180051375	0.0218418588240654	0.0128127172652472	0.0152742870054195	0.0401391885894833	0.0346867806078736	0.00441885258765173	0.00383393864487208	0.00573397164081671	0.0125682934830506	0.026568408255396	0.00579322111463298	0.0165994043349055	0.0173157714795173	0.0235647491849841	0.0140876957770467	0.0196073485904381	0.0323983340419144	0.0114888408047014	0.0346363300672648	0.00392036653973166	0.00274804250060569	0.0495919049405732	0.000921186730676046	0.0241729562566123	0.0418319432765262	0.0434418526986056	0.0505581091026705	0.00376666791319084	0	0.00211590048359141	0.0110266092297544	0.0123827682370069	0.00101244385376954	0.000187206241750083	4.75728771139571e-05	1.87556937907707e-05	9.16765652330583e-05	0.00101282743885301	0.00730971677464064	0.00837970469774345	0.00207944737924487	0.00240657019424441
Candidatus Solibacter	0.112500452806475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Spongiihabitans	0.00780629513898378	0	0	0	0.000498235256248556	0	7.90455223141194e-05	0	0.000475718343677877	0	0	0	0	0	0.000994750730341646	0	0.000158671609949588	0.00257810046850173	0	0	0.000607026582073163	0	5.14595209534303e-05	0	0.00195918331106675	0	0.003767221252824	0.000603582534494265	0.000112023294293011	0	0.000157800027247033	0	0.000385683261421566	0.000551687621006976	8.5110458477759e-05	0.000943772653665303	0.000639926558288512	0	0.000141568915658837	0.000625903736641886	0	0.00084165077072779	0.00624873370495936	0.000483130443466193	0.0019843053979628	0.00347916125691645	0.00172972079110426	0.00578553020609829	0.00123447180257321	0.00532828299514213	0.00659071002947852	0.00343749866331029	0.00760957575128746	0.0221547476694369	0.0106768055814793	0.04541194063813	0.072305287445716	0.0526411543447574	0.0141907130623336	0.00476050200291595	0	0.0874612967766473	0.0228056949336027	0.00662167577090778	0.00437758517403577	0.0128918250743781	0.0061910115575319	0.00154865782750736	0	0.00113991895081644	0.00111684372584869	0	0.000244114707826033	0	0.00438933602949963	0	6.70152660043469e-05	0	0	0.000230723588550908	0.00812711759433453	0.00125240264980202
Candidatus Spongiisocius	0.119397255921605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537326432171121	0.0128083518864502	0.0220060060536541	0	0.00447408494889855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131047391075707	0	0	0	0	0	0	0.0219923808417295	0.00358862313276839	0.0162840646734545	0	0	0	0.00384877799882875	0.0463382444067258	0.00457908450693235	0	0.0191718510347695	0.00973848584566838	0.000588100439181608	0	0	0	0	0	0	0	0	0.0135024697213494	0.0185643364423968	0.0271665236586964	0	0	0	0	0.0100570952779029	0.0108439397523877	0	0	0	0	0	0	0	0	0.00224251686788299	0.00502018245869208
Candidatus Sulfomarinibacter	0.000326589608442274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252324623370757	0	0	0	0	0.00185796730306336	0	0	0	0.00724287095782971	0	0	0	0	0	0.0105978511891633	0	0.00634510633695152	0	0	0	0	0	0	0	0	0	0.0807148766909709	0	0	0.000847439855334443	0.107168646652362	0.0137556221287283	0.0193181095767071	0.01125300647943	0.0407975141975738	0.00523534309969151	0.0284988312849922	0.00728774538167019	0	0.00126909509232273	0	0.0340362953525997	0.0114303445808653	0	0.0193948838741067	0.0151474860679336	0.0121033193239032	0.0126148616763005	0	0	0.0111169730855592	0.0117682999473182	0.00494298104312121	0.00547646701299477	0	0	0	0	0	0	0	0	0.0201732715420525
Candidatus Thiodiazotropha	0.002725045521349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319955549451448	0	0	0.00609125456592247	0	0.00256522113933957	0.00625400164799715	0	0	0.00219895737755416	0	0	0	0	0.000832026511661908	0.000862954168993075	0	0.000563638371378895	0.000922151082471695	0	0	0	0	0	0.0160101414877758	0	0	0	0	0.0170165442792051	0.0260509129715174	0.126519196498409	0.00635373809087927	0.0309577596661872	0.0309842323710089	0.0301106816756796	0.00441610432703204	0.0136637444928577	0	0	0.00566290301038212	0	0	0.0160713392624144	0	0.0129920602535943	0.0242295392296994	0.0290878911715472	0.046303065019435	0.0042077794335713	0	0	0.00684489089318783	0.00290145895517345	0	0.00694365835897303	0	0	0	0	0	0.000583293522623895	0	0.00117197209007079
Candidatus Thioglobus	0.00446069066325428	0	0	0.0104302929970906	0	0.00112643936917885	0.00246070246508946	0.0124872215126568	0.000395862941248641	0.00201785328105393	0.00375450905267245	0	0	0	0.0362895476041711	0.0183540888509129	0.0242531303416328	0.0944568374120079	0	0.0092807904239639	0.00732545822789645	0.000760653776265989	0.0181374388224055	0.0126566772941061	0.0118782078393947	0.0432718257378899	0.0354260857759967	0.00535091444325281	0	0	0	0	0.000482440356523885	0.00364428205928023	0.000572518033373408	0.00157667298164405	0.000800758719292395	0	0.000166618091222707	0.00179699675540917	0	0	0.00989119185264127	0.0291433527684653	0.0381236319412445	0.0105572206295892	0.00323049974410276	0.00983935902932427	0.0766239844659114	0.118744083482245	0.0291780741480006	0.0816353317572489	0.122934378639939	0.0276735302659537	0.00435775373632831	0.0226720438028672	0.0350549247368231	0.0161788718018884	0.0378245300026256	0	0	0.0360140122874887	0.00111412808503205	0.0305400414942287	0.0414779579703739	0.04370398898104	0.0669694661527455	0	0	0.00764184294742621	0.020478101028369	0.0224657427476555	0.0203439584663648	0.00696385350579577	0	0	0.000284487353592887	0	0.00106723328850884	0.000142968839364719	0.00396728659197876	0.00393115464335745
Candidatus Thiosymbion	0.0600100883222415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00745266236531385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091050493971118	0	0.00949746872112875	0	0.0132073434701067	0	0	0.0210069046064826	0.0415873543413555	0.0156913828419217	0	0	0	0	0.0236575960788868	0.0122291520519296	0.0188843283722303	0.0297434354594141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Trichorickettsia	0	0	0	0	0.243968154363967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233800421968608	0.0710561106915663	0	0	0	0	0.0176502682671885	0	0	0	0.030533926817398	0	0	0.0214165819946518	0	0	0	0	0	0	0.044766312566729	0	0	0	0	0	0	0	0	0.0331158800688429	0	0	0	0	0.0353886000713051	0	0	0	0	0	0	0	0	0	0.014802946760697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683729657606392	0.0646041977616934
Candidatus Uabimicrobium	0.0995491240770123	0.0165138724678508	0	0	0.0159344642509027	0	0.0229343057322545	0	0	0.0125553472981929	0	0	0	0.0330928214827651	0	0	0	0.00992049994891572	0.00381129533712557	0.0444443294473933	0.057665307790874	0	0	0.00473463318973777	0.0171529124196828	0	0	0.0017780122524924	0	0	0	0	0.0963641412701514	0.0257805060155403	0.00247942255704647	0.0410661856511737	0.0267664252640365	0.00442535467233177	0.00197975745771867	0	0	0	0	0	0	0.0132676696045955	0.0521247678292553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112156048286539	0.014239944768854	0	0	0	0	0.0362204049557743	0	0	0	0	0	0	0	0	0	0	0.0197376458625925
Capitella	0	0	0	0	0.00595846594994093	0.0662844037747473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587112423490054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076235420379611	0.00644671159406323	0	0	0	0	0.0436506437438098	0.01037665501081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400112833380207	0	0.00560559395918723	0.161174308892743	0	0.0248725337773826	0.00769681078741282	0.033073868542543	0	0.0016339688870294	0	0.0205711922494537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capsaspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146462640405199	0	0.0160959850795007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00283844493439747	0	0.00369085102081632	0	0	0	0.0171114429008616	0	0	0.0111743261370456	0.0083632700258997	0	0	0	0	0	0	0	0.0178001811197535	0.0557384285105001	0.0199788239043412	0.0106491838029258	0.0041337632971715	0	0	0	0	0.0085215182861387	0.0223926883854503	0	0	0.00164948522634467	0	0	0	0	0.0110194321605641	0.0451772670326765	0	0	0	0	0	0.0136485113653984	0.0851226270166019	0.00550463928126755	0.0140826296895527	0.0584106091072416
Cbastvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473237404343322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251174772992504	0	0	0.080385214771833	0	0	0	0	0.0692517318729195	0	0	0	0	0	0	0	0.00963534654954105	0.118170046251469	0	0	0	0	0.018382389434028	0	0	0	0	0	0	0	0	0
Celeribacter	0.00114382323336899	0	0	0	0	0	0.0431762041695335	0	0.00253429151168136	0	0.00763270364256055	0	0	0	0	0	0	0	0.00137971414003016	0	0	0	0	0.00127051285095915	0.0179191324868931	0.0084258336602909	0.0221685834667655	0.005089713260564	0	0.00640360114728501	0	0	0.000401658802295185	0	0	0.00293721497939189	0.000976103760365389	0.00067300045107708	0	0	0	0	0	0	0.00059552450108659	0	0	0	0	0	0.00434339844627491	0.00424636028047902	0.0212009472129411	0.0242759406583919	0.0354584953526854	0.05731828617716	0.0166014332509008	0	0.0282054209409491	0	0	0.0265761345271362	0	0	0	0.00228629747055804	0	0.0023941188480487	0	0	0	0	0.00452756046085521	0.00351984999398137	0.0177282331921098	0	0.00297014014821816	0.00182519486869991	0.0476350317782844	0.0050019756037639	0.00119665480460799	0
Cerasicoccus	0	0	0	0	0	0	0	0	0	0	0	0.046308540568585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090117132385188	0	0	0	0	0	0.138850785737993	0	0	0	0	0	0	0	0	0	0	0	0.019654169893493	0	0
Ceratopteris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101174548584929	0.00540558241954218	0.0169832909706431	0	0.00225706423544018	0.00425528671765424	0.00185845531086186	0.0030289582638651	0	0	0.0222450617616081	0	0.0064111514276632	0.0120801705983351	0.0355058679582234	0.00279899384663514	0.0488704219474922	0	0.0108902337745549	0	0.00296260925642557	0.00139619107263508	0	0.0789541840649116	0.0243885040138313	0	0	0.00170829896883283	0.176411028236933	0.0255076921481576	0.0190130811806027	0.0134458885685984	0	0.00532993031286536	0	0	0	0	0	0.00866122799037308	0.0238428821732306	0.0107792748968241	0.0977820424179938	0.062243825807977	0	0	0	0	0.00296470509576254	0.0118154428347942	0.0120581622605846	0	0	0	0.078758071892775	0	0	0	0	0	0.00413972189551702	0.00215293454766388	0	0	0	0	0.000511420286212772	0.0535236998111492
Chaetoceros	0.000111183359827201	0.00298800972993146	0.00246379457836257	0.00410085120768956	0.0840487221680734	0.0641779728922868	0.0120291701442938	0.00373760684368396	0.00171327229695964	0.00659952626933544	0.0213276851616292	0.000400983653202692	0.00128093883997013	0.0010430538355422	0.0110634389245148	0.00572764829825917	0.012114670582442	0.00163814512161462	0.00133635203865087	0.000397776465738422	0.00280810051346658	0.000653315614271541	0.00101674903794369	0.00117752393127245	0.00762539132406409	0.0046959837840045	0.00303069741719124	0.00387353742566571	0.0147476125118098	0.000834628663991988	0.00275859258782974	0.0035418092227304	0.0108239068644728	0.00533960735422748	0.00334825306761569	0.00749102090131273	0.00971868558078332	0.000199265098373686	0.00147629940640906	0.0630053262030068	0.019987754217666	0.0862521950610028	0.0519113123698701	0.0307342326018506	0.0209791119372879	0.00425665607792044	0.00428445616057155	0.00432798584239201	0.00271151604601066	0.000612682506574647	0.00247093674854342	0.000773803783689933	0.000989632945930355	0.00636025938754106	0.00800722107062534	0.00286485250594786	0.000980210238873017	0.000543936566905357	0.0637537396076338	0.0176692776399423	0.000392596165423168	0.00945408309502519	0.167388109831529	0.00933717280589986	0.00763186291561666	0.0064936125232864	0.00174954367591644	0.000641896949824796	0.00214084908818204	0.00169768443136725	0.00152750878732199	0.00167033898596723	0.000272607155245085	0.00108674673529849	0.000668783776655427	0.000987238603448587	0.000742618930506664	0.000990028214550548	0.00489335512479203	0.00630001786359396	0.0127253547496848	0.0271385333267105
Chara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687774203498203	0	0	0	0	0	0	0	0	0.00378771383347033	0	0	0	0.406917925629017	0.0370320190026457	0	0	0	0	0	0	0	0	0	0.0125278479692411	0.00386225270795053	0.0191739148827645	0.0425687718643329	0.0138476003212551	0	0	0	0.0107391930343455	0	0	0.00342113240566497	0.0328979526091516	0	0	0	0.0151219170953667	0.133854478633438	0	0	0	0.0373183929889028	0.011224087361424	0.00485029927637983	0	0	0	0	0.0081157734265714	0	0	0	0	0	0.00292931222340304	0	0.232480220064656	0.00475857628450223	0.00264252679962868	0.181860152236946
Charybdisvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166334282409871	0.00389295208020644	0.0186884645705062	0	0.0129446545802579	0.00384637016220252	0	0	0	0.00161277322796809	0.00407335883768519	0.000899871252753315	0.00101256968763089	0.000530985424328805	0	0	0.000375159025452453	0	0.000341558957473033	0	0.00124030211555866	0	0	0.000204375609364179	0	0	0	0.094401612882414	0.251171176140219	0.317325314296522	0.00311367507132355	0.00163700659722186	0.0474380644050005	0.0108934342536044	0.023281773270511	0.00224079871491204	0	0.00532440104165665	0.00125384412495444	0.000468184798136289	0	0.00180936915326375	0	0.00189543513398528	0	0	0.00208443866235718	0.000672190236339495	0	0.000565132433246285	0.00086679931968379	0.00171416088517721	0.00070930059828539	0	0	0.00291622904994691	0.000483882401688083	0.0105203710369777	0.00229591407679443	0.00099963124876081	0	0.000710269215974005	0	0.00334818868443606	0	0	0.000224861023292715
Chionoecetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104303814234841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
